# ------------------------------------------------------------------------
# NASA-GSFC Planetary Spectrum Generator (PSG, Villanueva et al. 2018, 2022)
# Atmospheric transmittance spectrum synthesized with PUMAS
# Synthesized on Wed Nov 13 03:38:56 2024
# Radiative transfer took 21.076 seconds
# Spectral unit: Wavelength [um]
# ------------------------------------------------------------------------
# Wave/freq Total H2O CO2 O3 N2O CO CH4 O2 N2
1.604130000e+00 9.90678e-01 9.97650e-01 9.93023e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99988e-01 1.00000e+00 1.00000e+00
1.604140000e+00 9.90404e-01 9.97980e-01 9.92415e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99994e-01 1.00000e+00 1.00000e+00
1.604150000e+00 9.88754e-01 9.98030e-01 9.90709e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99996e-01 1.00000e+00 1.00000e+00
1.604160000e+00 9.81432e-01 9.97787e-01 9.83611e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99997e-01 1.00000e+00 1.00000e+00
1.604170000e+00 9.77503e-01 9.97111e-01 9.80340e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99997e-01 1.00000e+00 1.00000e+00
1.604180000e+00 9.84485e-01 9.95628e-01 9.88812e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99997e-01 1.00000e+00 1.00000e+00
1.604190000e+00 9.83507e-01 9.92952e-01 9.90491e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99997e-01 1.00000e+00 1.00000e+00
1.604200000e+00 9.82032e-01 9.91499e-01 9.90455e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99997e-01 1.00000e+00 1.00000e+00
1.604210000e+00 9.83135e-01 9.93907e-01 9.89166e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99997e-01 1.00000e+00 1.00000e+00
1.604220000e+00 9.84641e-01 9.96357e-01 9.88245e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99996e-01 1.00000e+00 1.00000e+00
1.604230000e+00 9.84667e-01 9.97714e-01 9.86928e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99996e-01 1.00000e+00 1.00000e+00
1.604240000e+00 9.82916e-01 9.98430e-01 9.84466e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99996e-01 1.00000e+00 1.00000e+00
1.604250000e+00 9.79544e-01 9.98829e-01 9.80697e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99995e-01 1.00000e+00 1.00000e+00
1.604260000e+00 9.73823e-01 9.99059e-01 9.74746e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99994e-01 1.00000e+00 1.00000e+00
1.604270000e+00 9.64120e-01 9.99194e-01 9.64905e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99993e-01 1.00000e+00 1.00000e+00
1.604280000e+00 9.46594e-01 9.99264e-01 9.47299e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99992e-01 1.00000e+00 1.00000e+00
1.604290000e+00 9.11408e-01 9.99239e-01 9.12110e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99990e-01 1.00000e+00 1.00000e+00
1.604300000e+00 8.29958e-01 9.99289e-01 8.30561e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99987e-01 1.00000e+00 1.00000e+00
1.604310000e+00 5.97351e-01 9.99443e-01 5.97698e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99982e-01 1.00000e+00 1.00000e+00
1.604320000e+00 4.18931e-01 9.99537e-01 4.19134e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99973e-01 1.00000e+00 1.00000e+00
1.604330000e+00 7.58904e-01 9.99586e-01 7.59253e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99955e-01 1.00000e+00 1.00000e+00
1.604340000e+00 8.82806e-01 9.99614e-01 8.83228e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99907e-01 1.00000e+00 1.00000e+00
1.604350000e+00 9.33407e-01 9.99631e-01 9.34015e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99718e-01 1.00000e+00 1.00000e+00
1.604360000e+00 9.57284e-01 9.99639e-01 9.58063e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99547e-01 1.00000e+00 1.00000e+00
1.604370000e+00 9.70349e-01 9.99640e-01 9.70975e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99715e-01 1.00000e+00 1.00000e+00
1.604380000e+00 9.78091e-01 9.99633e-01 9.78584e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99863e-01 1.00000e+00 1.00000e+00
1.604390000e+00 9.82914e-01 9.99616e-01 9.83386e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99904e-01 1.00000e+00 1.00000e+00
1.604400000e+00 9.86036e-01 9.99587e-01 9.86596e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99846e-01 1.00000e+00 1.00000e+00
1.604410000e+00 9.88187e-01 9.99542e-01 9.88801e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99837e-01 1.00000e+00 1.00000e+00
1.604420000e+00 9.89649e-01 9.99481e-01 9.90232e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99930e-01 1.00000e+00 1.00000e+00
1.604430000e+00 9.90579e-01 9.99380e-01 9.91228e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99965e-01 1.00000e+00 1.00000e+00
1.604440000e+00 9.90768e-01 9.99187e-01 9.91596e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99978e-01 1.00000e+00 1.00000e+00
1.604450000e+00 9.91661e-01 9.98786e-01 9.92882e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99985e-01 1.00000e+00 1.00000e+00
1.604460000e+00 9.91771e-01 9.98039e-01 9.93731e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99988e-01 1.00000e+00 1.00000e+00
1.604470000e+00 9.91868e-01 9.97637e-01 9.94227e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99990e-01 1.00000e+00 1.00000e+00
1.604480000e+00 9.92793e-01 9.98252e-01 9.94540e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99991e-01 1.00000e+00 1.00000e+00
1.604490000e+00 9.93422e-01 9.98703e-01 9.94721e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99991e-01 1.00000e+00 1.00000e+00
1.604500000e+00 9.93679e-01 9.98805e-01 9.94877e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99991e-01 1.00000e+00 1.00000e+00
1.604510000e+00 9.93646e-01 9.98700e-01 9.94949e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99991e-01 1.00000e+00 1.00000e+00
1.604520000e+00 9.93282e-01 9.98344e-01 9.94939e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99990e-01 1.00000e+00 1.00000e+00
1.604530000e+00 9.92497e-01 9.97612e-01 9.94884e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99989e-01 1.00000e+00 1.00000e+00
1.604540000e+00 9.91504e-01 9.96776e-01 9.94725e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99987e-01 1.00000e+00 1.00000e+00
1.604550000e+00 9.89489e-01 9.95031e-01 9.94448e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99983e-01 1.00000e+00 1.00000e+00
1.604560000e+00 9.85732e-01 9.91678e-01 9.94028e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99976e-01 1.00000e+00 1.00000e+00
1.604570000e+00 9.82282e-01 9.88839e-01 9.93408e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99961e-01 1.00000e+00 1.00000e+00
1.604580000e+00 9.83675e-01 9.91219e-01 9.92471e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99918e-01 1.00000e+00 1.00000e+00
1.604590000e+00 9.85378e-01 9.94612e-01 9.90927e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99787e-01 1.00000e+00 1.00000e+00
1.604600000e+00 9.84227e-01 9.96502e-01 9.87858e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99823e-01 1.00000e+00 1.00000e+00
1.604610000e+00 9.74537e-01 9.97333e-01 9.77239e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99903e-01 1.00000e+00 1.00000e+00
1.604620000e+00 9.72860e-01 9.97499e-01 9.75399e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99897e-01 1.00000e+00 1.00000e+00
1.604630000e+00 9.77283e-01 9.97051e-01 9.80378e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99792e-01 1.00000e+00 1.00000e+00
1.604640000e+00 9.73339e-01 9.96000e-01 9.77517e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99725e-01 1.00000e+00 1.00000e+00
1.604650000e+00 9.65437e-01 9.95665e-01 9.69983e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99648e-01 1.00000e+00 1.00000e+00
1.604660000e+00 9.51637e-01 9.96837e-01 9.55012e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99631e-01 1.00000e+00 1.00000e+00
1.604670000e+00 9.21451e-01 9.97954e-01 9.23549e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99778e-01 1.00000e+00 1.00000e+00
1.604680000e+00 8.47975e-01 9.98586e-01 8.49260e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99906e-01 1.00000e+00 1.00000e+00
1.604690000e+00 6.05477e-01 9.98850e-01 6.06207e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99952e-01 1.00000e+00 1.00000e+00
1.604700000e+00 5.81750e-01 9.98838e-01 5.82444e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99970e-01 1.00000e+00 1.00000e+00
1.604710000e+00 8.36200e-01 9.99099e-01 8.36967e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99980e-01 1.00000e+00 1.00000e+00
1.604720000e+00 9.18482e-01 9.99393e-01 9.19053e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99985e-01 1.00000e+00 1.00000e+00
1.604730000e+00 9.52765e-01 9.99526e-01 9.53228e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99989e-01 1.00000e+00 1.00000e+00
1.604740000e+00 9.69357e-01 9.99579e-01 9.69775e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99991e-01 1.00000e+00 1.00000e+00
1.604750000e+00 9.78296e-01 9.99473e-01 9.78819e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99993e-01 1.00000e+00 1.00000e+00
1.604760000e+00 9.83812e-01 9.99572e-01 9.84239e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99994e-01 1.00000e+00 1.00000e+00
1.604770000e+00 9.87420e-01 9.99702e-01 9.87720e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99995e-01 1.00000e+00 1.00000e+00
1.604780000e+00 9.89806e-01 9.99732e-01 9.90076e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99995e-01 1.00000e+00 1.00000e+00
1.604790000e+00 9.91471e-01 9.99736e-01 9.91737e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99996e-01 1.00000e+00 1.00000e+00
1.604800000e+00 9.92647e-01 9.99703e-01 9.92946e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99996e-01 1.00000e+00 1.00000e+00
1.604810000e+00 9.93492e-01 9.99652e-01 9.93841e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99997e-01 1.00000e+00 1.00000e+00
1.604820000e+00 9.94219e-01 9.99710e-01 9.94510e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99997e-01 1.00000e+00 1.00000e+00
1.604830000e+00 9.94818e-01 9.99778e-01 9.95042e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99997e-01 1.00000e+00 1.00000e+00
1.604840000e+00 9.95253e-01 9.99809e-01 9.95445e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99997e-01 1.00000e+00 1.00000e+00
1.604850000e+00 9.95553e-01 9.99826e-01 9.95729e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99998e-01 1.00000e+00 1.00000e+00
1.604860000e+00 9.95722e-01 9.99835e-01 9.95889e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99998e-01 1.00000e+00 1.00000e+00
1.604870000e+00 9.95799e-01 9.99839e-01 9.95962e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99998e-01 1.00000e+00 1.00000e+00
1.604880000e+00 9.95778e-01 9.99837e-01 9.95942e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99998e-01 1.00000e+00 1.00000e+00
1.604890000e+00 9.95654e-01 9.99826e-01 9.95829e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99998e-01 1.00000e+00 1.00000e+00
1.604900000e+00 9.95286e-01 9.99830e-01 9.95457e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99998e-01 1.00000e+00 1.00000e+00
1.604910000e+00 9.95774e-01 9.99845e-01 9.95930e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99998e-01 1.00000e+00 1.00000e+00
1.604920000e+00 9.95913e-01 9.99852e-01 9.96062e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99998e-01 1.00000e+00 1.00000e+00
1.604930000e+00 9.96000e-01 9.99854e-01 9.96146e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99998e-01 1.00000e+00 1.00000e+00
1.604940000e+00 9.95937e-01 9.99853e-01 9.96085e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99999e-01 1.00000e+00 1.00000e+00
1.604950000e+00 9.95739e-01 9.99849e-01 9.95891e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99999e-01 1.00000e+00 1.00000e+00
1.604960000e+00 9.95426e-01 9.99841e-01 9.95585e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99999e-01 1.00000e+00 1.00000e+00
1.604970000e+00 9.94987e-01 9.99832e-01 9.95155e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99999e-01 1.00000e+00 1.00000e+00
1.604980000e+00 9.94383e-01 9.99829e-01 9.94554e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99999e-01 1.00000e+00 1.00000e+00
1.604990000e+00 9.93537e-01 9.99823e-01 9.93715e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99999e-01 1.00000e+00 1.00000e+00
1.605000000e+00 9.92334e-01 9.99811e-01 9.92523e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99999e-01 1.00000e+00 1.00000e+00
1.605010000e+00 9.90573e-01 9.99793e-01 9.90779e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99999e-01 1.00000e+00 1.00000e+00
1.605020000e+00 9.87905e-01 9.99768e-01 9.88135e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99999e-01 1.00000e+00 1.00000e+00
1.605030000e+00 9.83660e-01 9.99732e-01 9.83925e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99999e-01 1.00000e+00 1.00000e+00
1.605040000e+00 9.76319e-01 9.99680e-01 9.76632e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99999e-01 1.00000e+00 1.00000e+00
1.605050000e+00 9.62357e-01 9.99598e-01 9.62745e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99998e-01 1.00000e+00 1.00000e+00
1.605060000e+00 9.31428e-01 9.99462e-01 9.31930e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99998e-01 1.00000e+00 1.00000e+00
1.605070000e+00 8.45190e-01 9.99204e-01 8.45860e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99998e-01 1.00000e+00 1.00000e+00
1.605080000e+00 6.34486e-01 9.98621e-01 6.35357e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99998e-01 1.00000e+00 1.00000e+00
1.605090000e+00 8.20461e-01 9.96931e-01 8.23026e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99998e-01 1.00000e+00 1.00000e+00
1.605100000e+00 9.16514e-01 9.93367e-01 9.22648e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99998e-01 1.00000e+00 1.00000e+00
1.605110000e+00 9.53397e-01 9.94511e-01 9.58656e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99998e-01 1.00000e+00 1.00000e+00
1.605120000e+00 9.69923e-01 9.95300e-01 9.74507e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99997e-01 1.00000e+00 1.00000e+00
1.605130000e+00 9.75406e-01 9.93202e-01 9.82086e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99997e-01 1.00000e+00 1.00000e+00
1.605140000e+00 9.81646e-01 9.94650e-01 9.86928e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99996e-01 1.00000e+00 1.00000e+00
1.605150000e+00 9.87856e-01 9.97610e-01 9.90227e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99996e-01 1.00000e+00 1.00000e+00
1.605160000e+00 9.91026e-01 9.98650e-01 9.92371e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99994e-01 1.00000e+00 1.00000e+00
1.605170000e+00 9.92772e-01 9.99005e-01 9.93768e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99992e-01 1.00000e+00 1.00000e+00
1.605180000e+00 9.93827e-01 9.99041e-01 9.94792e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99989e-01 1.00000e+00 1.00000e+00
1.605190000e+00 9.94303e-01 9.98764e-01 9.95550e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99983e-01 1.00000e+00 1.00000e+00
1.605200000e+00 9.93996e-01 9.97908e-01 9.96111e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99968e-01 1.00000e+00 1.00000e+00
1.605210000e+00 9.93188e-01 9.96712e-01 9.96537e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99927e-01 1.00000e+00 1.00000e+00
1.605220000e+00 9.94139e-01 9.97475e-01 9.96864e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99790e-01 1.00000e+00 1.00000e+00
1.605230000e+00 9.95594e-01 9.98660e-01 9.97108e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99822e-01 1.00000e+00 1.00000e+00
1.605240000e+00 9.96424e-01 9.99215e-01 9.97274e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99933e-01 1.00000e+00 1.00000e+00
1.605250000e+00 9.96775e-01 9.99463e-01 9.97341e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99969e-01 1.00000e+00 1.00000e+00
1.605260000e+00 9.97033e-01 9.99594e-01 9.97455e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99983e-01 1.00000e+00 1.00000e+00
1.605270000e+00 9.97344e-01 9.99683e-01 9.97671e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99989e-01 1.00000e+00 1.00000e+00
1.605280000e+00 9.97542e-01 9.99745e-01 9.97805e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99992e-01 1.00000e+00 1.00000e+00
1.605290000e+00 9.97659e-01 9.99785e-01 9.97880e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99994e-01 1.00000e+00 1.00000e+00
1.605300000e+00 9.97723e-01 9.99811e-01 9.97917e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99995e-01 1.00000e+00 1.00000e+00
1.605310000e+00 9.97740e-01 9.99828e-01 9.97916e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99995e-01 1.00000e+00 1.00000e+00
1.605320000e+00 9.97696e-01 9.99839e-01 9.97861e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99995e-01 1.00000e+00 1.00000e+00
1.605330000e+00 9.97580e-01 9.99843e-01 9.97741e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99995e-01 1.00000e+00 1.00000e+00
1.605340000e+00 9.97462e-01 9.99837e-01 9.97630e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99994e-01 1.00000e+00 1.00000e+00
1.605350000e+00 9.97135e-01 9.99824e-01 9.97317e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99993e-01 1.00000e+00 1.00000e+00
1.605360000e+00 9.96584e-01 9.99830e-01 9.96764e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99990e-01 1.00000e+00 1.00000e+00
1.605370000e+00 9.96210e-01 9.99852e-01 9.96375e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99982e-01 1.00000e+00 1.00000e+00
1.605380000e+00 9.96456e-01 9.99864e-01 9.96633e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99959e-01 1.00000e+00 1.00000e+00
1.605390000e+00 9.96381e-01 9.99869e-01 9.96618e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99893e-01 1.00000e+00 1.00000e+00
1.605400000e+00 9.96016e-01 9.99867e-01 9.96230e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99919e-01 1.00000e+00 1.00000e+00
1.605410000e+00 9.95325e-01 9.99857e-01 9.95499e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99968e-01 1.00000e+00 1.00000e+00
1.605420000e+00 9.94104e-01 9.99835e-01 9.94283e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99985e-01 1.00000e+00 1.00000e+00
1.605430000e+00 9.91982e-01 9.99784e-01 9.92205e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99991e-01 1.00000e+00 1.00000e+00
1.605440000e+00 9.88034e-01 9.99660e-01 9.88376e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99994e-01 1.00000e+00 1.00000e+00
1.605450000e+00 9.80083e-01 9.99475e-01 9.80601e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99996e-01 1.00000e+00 1.00000e+00
1.605460000e+00 9.60890e-01 9.99572e-01 9.61305e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99997e-01 1.00000e+00 1.00000e+00
1.605470000e+00 8.85138e-01 9.99733e-01 8.85379e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99997e-01 1.00000e+00 1.00000e+00
1.605480000e+00 9.08104e-01 9.99776e-01 9.08310e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99998e-01 1.00000e+00 1.00000e+00
1.605490000e+00 9.64677e-01 9.99773e-01 9.64898e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99998e-01 1.00000e+00 1.00000e+00
1.605500000e+00 9.81139e-01 9.99805e-01 9.81331e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99998e-01 1.00000e+00 1.00000e+00
1.605510000e+00 9.87822e-01 9.99837e-01 9.87985e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99999e-01 1.00000e+00 1.00000e+00
1.605520000e+00 9.90246e-01 9.99845e-01 9.90402e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99999e-01 1.00000e+00 1.00000e+00
1.605530000e+00 9.88694e-01 9.99837e-01 9.88856e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99999e-01 1.00000e+00 1.00000e+00
1.605540000e+00 9.77817e-01 9.99814e-01 9.78000e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99999e-01 1.00000e+00 1.00000e+00
1.605550000e+00 9.89038e-01 9.99767e-01 9.89270e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99999e-01 1.00000e+00 1.00000e+00
1.605560000e+00 9.94001e-01 9.99713e-01 9.94287e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99999e-01 1.00000e+00 1.00000e+00
1.605570000e+00 9.95804e-01 9.99707e-01 9.96097e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99999e-01 1.00000e+00 1.00000e+00
1.605580000e+00 9.96650e-01 9.99746e-01 9.96904e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99999e-01 1.00000e+00 1.00000e+00
1.605590000e+00 9.96994e-01 9.99789e-01 9.97205e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99999e-01 1.00000e+00 1.00000e+00
1.605600000e+00 9.96746e-01 9.99809e-01 9.96937e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99999e-01 1.00000e+00 1.00000e+00
1.605610000e+00 9.96962e-01 9.99808e-01 9.97154e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99999e-01 1.00000e+00 1.00000e+00
1.605620000e+00 9.97499e-01 9.99798e-01 9.97702e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99999e-01 1.00000e+00 1.00000e+00
1.605630000e+00 9.97936e-01 9.99788e-01 9.98148e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99999e-01 1.00000e+00 1.00000e+00
1.605640000e+00 9.98122e-01 9.99763e-01 9.98359e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99999e-01 1.00000e+00 1.00000e+00
1.605650000e+00 9.98170e-01 9.99711e-01 9.98459e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99999e-01 1.00000e+00 1.00000e+00
1.605660000e+00 9.98095e-01 9.99626e-01 9.98469e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99999e-01 1.00000e+00 1.00000e+00
1.605670000e+00 9.97730e-01 9.99400e-01 9.98329e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99999e-01 1.00000e+00 1.00000e+00
1.605680000e+00 9.96905e-01 9.98746e-01 9.98157e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99999e-01 1.00000e+00 1.00000e+00
1.605690000e+00 9.97367e-01 9.99001e-01 9.98366e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99998e-01 1.00000e+00 1.00000e+00
1.605700000e+00 9.97918e-01 9.99295e-01 9.98624e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99998e-01 1.00000e+00 1.00000e+00
1.605710000e+00 9.97910e-01 9.99169e-01 9.98743e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99997e-01 1.00000e+00 1.00000e+00
1.605720000e+00 9.97516e-01 9.98719e-01 9.98799e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99996e-01 1.00000e+00 1.00000e+00
1.605730000e+00 9.96397e-01 9.97572e-01 9.98829e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99994e-01 1.00000e+00 1.00000e+00
1.605740000e+00 9.93701e-01 9.94865e-01 9.98844e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99986e-01 1.00000e+00 1.00000e+00
1.605750000e+00 9.93472e-01 9.94665e-01 9.98850e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99950e-01 1.00000e+00 1.00000e+00
1.605760000e+00 9.96051e-01 9.97307e-01 9.98847e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99893e-01 1.00000e+00 1.00000e+00
1.605770000e+00 9.97315e-01 9.98514e-01 9.98836e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99964e-01 1.00000e+00 1.00000e+00
1.605780000e+00 9.97706e-01 9.98901e-01 9.98816e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99988e-01 1.00000e+00 1.00000e+00
1.605790000e+00 9.97721e-01 9.98943e-01 9.98782e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99994e-01 1.00000e+00 1.00000e+00
1.605800000e+00 9.97496e-01 9.98770e-01 9.98728e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99997e-01 1.00000e+00 1.00000e+00
1.605810000e+00 9.97169e-01 9.98537e-01 9.98633e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99998e-01 1.00000e+00 1.00000e+00
1.605820000e+00 9.96853e-01 9.98415e-01 9.98437e-01 1.00000e+00 1.00000e+00 1.00000e+00 9.99998e-01 1.00000e+00 1.00000e+00
